funcid,dim,milestone,error
10,10,1,2.402911e+03
10,10,2,2.197583e+03
10,10,3,1.002115e+03
10,10,5,9.795241e+02
10,10,10,9.222327e+02
10,10,20,8.598062e+02
10,10,30,8.442053e+02
10,10,40,8.101961e+02
10,10,50,8.066040e+02
10,10,60,7.990306e+02
10,10,70,7.961006e+02
10,10,80,7.951520e+02
10,10,90,7.950454e+02
10,10,100,7.949794e+02
10,10,1,1.675414e+03
10,10,2,1.675414e+03
10,10,3,6.807267e+02
10,10,5,6.791913e+02
10,10,10,6.791906e+02
10,10,20,6.791906e+02
10,10,30,6.791906e+02
10,10,40,6.791906e+02
10,10,50,6.791906e+02
10,10,60,6.791906e+02
10,10,70,6.791906e+02
10,10,80,6.791906e+02
10,10,90,6.791906e+02
10,10,100,6.791906e+02
10,10,1,1.701620e+03
10,10,2,1.701620e+03
10,10,3,6.998246e+02
10,10,5,6.968091e+02
10,10,10,6.968090e+02
10,10,20,6.968090e+02
10,10,30,6.968090e+02
10,10,40,6.968090e+02
10,10,50,6.968090e+02
10,10,60,6.968090e+02
10,10,70,6.968090e+02
10,10,80,6.968090e+02
10,10,90,6.968090e+02
10,10,100,6.968090e+02
10,10,1,2.157885e+03
10,10,2,2.157885e+03
10,10,3,8.467597e+02
10,10,5,8.465019e+02
10,10,10,8.465018e+02
10,10,20,8.465018e+02
10,10,30,8.465018e+02
10,10,40,7.914015e+02
10,10,50,7.914015e+02
10,10,60,7.914015e+02
10,10,70,7.914015e+02
10,10,80,7.914015e+02
10,10,90,7.914015e+02
10,10,100,7.914015e+02
10,10,1,1.897145e+03
10,10,2,1.897145e+03
10,10,3,6.500222e+02
10,10,5,6.364301e+02
10,10,10,6.364293e+02
10,10,20,6.364293e+02
10,10,30,6.364293e+02
10,10,40,6.364293e+02
10,10,50,6.364293e+02
10,10,60,6.364293e+02
10,10,70,6.364293e+02
10,10,80,6.364293e+02
10,10,90,6.364293e+02
10,10,100,6.364293e+02
10,10,1,1.873192e+03
10,10,2,1.873192e+03
10,10,3,1.347604e+03
10,10,5,6.413067e+02
10,10,10,6.413067e+02
10,10,20,6.413067e+02
10,10,30,6.413067e+02
10,10,40,6.413067e+02
10,10,50,6.413067e+02
10,10,60,6.413067e+02
10,10,70,6.413067e+02
10,10,80,6.413067e+02
10,10,90,6.413067e+02
10,10,100,6.413067e+02
10,10,1,2.292927e+03
10,10,2,2.066109e+03
10,10,3,1.268799e+03
10,10,5,1.268607e+03
10,10,10,1.268607e+03
10,10,20,1.268607e+03
10,10,30,1.268607e+03
10,10,40,1.268607e+03
10,10,50,1.268607e+03
10,10,60,1.268607e+03
10,10,70,1.189748e+03
10,10,80,1.189748e+03
10,10,90,1.189748e+03
10,10,100,1.189748e+03
10,10,1,2.203386e+03
10,10,2,1.834950e+03
10,10,3,9.792773e+02
10,10,5,9.434501e+02
10,10,10,9.434498e+02
10,10,20,9.434498e+02
10,10,30,9.434498e+02
10,10,40,9.434498e+02
10,10,50,9.434498e+02
10,10,60,9.434498e+02
10,10,70,7.673640e+02
10,10,80,7.673633e+02
10,10,90,7.673633e+02
10,10,100,7.673633e+02
10,10,1,2.514547e+03
10,10,2,2.222371e+03
10,10,3,1.037968e+03
10,10,5,1.036371e+03
10,10,10,1.036371e+03
10,10,20,1.036371e+03
10,10,30,1.036371e+03
10,10,40,1.036371e+03
10,10,50,1.036371e+03
10,10,60,1.036371e+03
10,10,70,1.036371e+03
10,10,80,9.812130e+02
10,10,90,9.812130e+02
10,10,100,9.812130e+02
10,10,1,2.337566e+03
10,10,2,2.286939e+03
10,10,3,1.008590e+03
10,10,5,1.008541e+03
10,10,10,1.008541e+03
10,10,20,1.008541e+03
10,10,30,1.008541e+03
10,10,40,1.008541e+03
10,10,50,1.008541e+03
10,10,60,1.008541e+03
10,10,70,1.008541e+03
10,10,80,1.008541e+03
10,10,90,1.008541e+03
10,10,100,1.008541e+03
